Species,Type,leaf_d13C,leaf_D13C,latitude,longitude,author,year
Eucalyptus tetrodonta,C3,-27,19.7,-14.3,132.083,Schulze_etal,1998
Grevillea pyramidalis,C3,-25.3,17.95,-14.3,132.083,Schulze_etal,1998
Petalostigma pubescens,C3,-29.8,22.68,-14.3,132.083,Schulze_etal,1998
Planchonia careya,C3,-27,19.73,-14.3,132.083,Schulze_etal,1998
Acacia colei,C3,-27.9,20.68,-16.117,130.917,Schulze_etal,1998
Bauhinia cunninghamii,C3,-27.7,20.47,-16.117,130.917,Schulze_etal,1998
Carissa spinarum,C3,-28.9,21.73,-16.117,130.917,Schulze_etal,1998
Eucalyptus brevifolia,C3,-26.4,19.1,-16.117,130.917,Schulze_etal,1998
Eucalyptus pruinosa,C3,-27.6,20.365,-16.117,130.917,Schulze_etal,1998
Eucalyptus tectifica,C3,-25.9,18.6,-16.117,130.917,Schulze_etal,1998
Corymbia bleeseri,C3,-27,19.7,-16.117,130.917,Schulze_etal,1998
Hakea arborescens,C3,-26.5,19.21,-16.117,130.917,Schulze_etal,1998
Melaleuca sp,C3,-27.4,20.15,-16.117,130.917,Schulze_etal,1998
Larix decidua,C3,-28.15,20.84,46.4,9.8,Kloeppel_etal,1998
Picea abies,C3,-27.11,19.75,46.4,9.8,Kloeppel_etal,1998
Larix decidua,C3,-28.61,21.32,46.4,9.8,Kloeppel_etal,1998
Picea abies,C3,-27.52,20.18,46.4,9.8,Kloeppel_etal,1998
Larix laricina,C3,-28.77,21.49,45.767,-89.567,Kloeppel_etal,1998
Picea mariana,C3,-26.7,19.32,45.767,-89.567,Kloeppel_etal,1998
Larix occidentalis,C3,-27.055,19.69,47.917,-113.817,Kloeppel_etal,1998
Pseudotsuga macrocarpa,C3,-26.85,19.475,47.917,-113.817,Kloeppel_etal,1998
Cochlospermum fraseri,C3,-29.1,21.94,-11.767,130.867,Schulze_etal,1998
Cycas armstrongii,C3,-25.6,18.27,-11.767,130.867,Schulze_etal,1998
Erythrophleum chlorostachys,C3,-26.27,18.97,-11.767,130.867,Schulze_etal,1998
Eucalyptus miniata,C3,-28,20.78,-11.767,130.867,Schulze_etal,1998
Eucalyptus nesophila,C3,-27,19.73,-11.767,130.867,Schulze_etal,1998
Eucalyptus tetrodonta,C3,-27.47,20.22,-11.767,130.867,Schulze_etal,1998
Livistona humilis,C3,-30.5,23.41,-11.767,130.867,Schulze_etal,1998
Persoonia falcata,C3,-30,22.89,-11.767,130.867,Schulze_etal,1998
Bauhinia cunninghamii,C3,-24.8,17.43,-17.3,130.75,Schulze_etal,1998
Eucalyptus brevifolia,C3,-27.3,20,-17.3,130.75,Schulze_etal,1998
Corymbia bleeseri,C3,-27.1,19.8,-17.3,130.75,Schulze_etal,1998
Grevillea dimidiata,C3,-29,21.83,-17.3,130.75,Schulze_etal,1998
Hakea leucoptera,C3,-26.8,19.52,-17.3,130.75,Schulze_etal,1998
Terminalia arostrata,C3,-27.6,20.36,-17.3,130.75,Schulze_etal,1998
Terminalia canescens,C3,-27.8,20.57,-17.3,130.75,Schulze_etal,1998
Ventilago viminalis,C3,-27.1,19.84,-17.3,130.75,Schulze_etal,1998
Larix sibirica,C3,-27.07,19.7,69.4,88.283,Kloeppel_etal,1998
Picea fennica,C3,-25.39,17.95,69.4,88.283,Kloeppel_etal,1998
Alnus crispa,C3,-27.76556522,20.10557527,55.88,-98.67,Brooks_Curd,1998
Arctostaphylos densiflora,C3,-32.231,24.57101005,55.88,-98.67,Brooks_Curd,1998
Cornus canadensis,C3,-28.8654,21.20541005,55.88,-98.67,Brooks_Curd,1998
Fragaria australis,C3,-30.953,23.29301005,55.88,-98.67,Brooks_Curd,1998
Petasites palmatus,C3,-32.364,24.70401005,55.88,-98.67,Brooks_Curd,1998
Populus tremuloides,C3,-28.34192857,20.68193862,55.88,-98.67,Brooks_Curd,1998
Pyrola secunda,C3,-31.2924,23.63241005,55.88,-98.67,Brooks_Curd,1998
Rosa acicularis,C3,-29.5742,21.91421005,55.88,-98.67,Brooks_Curd,1998
Vaccinium myrtilloides,C3,-31.0902,23.43021005,55.88,-98.67,Brooks_Curd,1998
Vaccinium minus,C3,-30.4612,22.80121005,55.88,-98.67,Brooks_Curd,1998
Viburnum sp,C3,-27.6148,19.95481005,55.88,-98.67,Brooks_Curd,1998
Aralia nudicaulis,C3,-31.6852,24.01994941,53.629,-106.197,Brooks_Curd,1998
Cornus canadensis,C3,-30.9574,23.29214941,53.629,-106.197,Brooks_Curd,1998
Corylus cornuta,C3,-28.8346,21.16934941,53.629,-106.197,Brooks_Curd,1998
Fragaria australis,C3,-31.6918,24.02654941,53.629,-106.197,Brooks_Curd,1998
Linnaea borealis,C3,-33.2462,25.58094941,53.629,-106.197,Brooks_Curd,1998
Petasites palmatus,C3,-33.7354,26.07014941,53.629,-106.197,Brooks_Curd,1998
Populus tremuloides,C3,-27.223,19.55774941,53.629,-106.197,Brooks_Curd,1998
Rosa acicularis,C3,-27.8538,20.18854941,53.629,-106.197,Brooks_Curd,1998
Abies balsamea,C3,-33.76,26.09559509,53.985,-105.122,Brooks_Curd,1998
Cornus canadensis,C3,-28.5682,20.90379509,53.985,-105.122,Brooks_Curd,1998
Rhododendron groenlandicum,C3,-29.6747,22.01029509,53.985,-105.122,Brooks_Curd,1998
Petasites palmatus,C3,-32.9297,25.26529509,53.985,-105.122,Brooks_Curd,1998
Picea mariana,C3,-26.1731,18.50869509,53.985,-105.122,Brooks_Curd,1998
Potentilla sp.,C3,-29.5552,21.89079509,53.985,-105.122,Brooks_Curd,1998
Rosa acicularis,C3,-29.5626,21.89819509,53.985,-105.122,Brooks_Curd,1998
Vaccinium myrtilloides,C3,-31.5808,23.91639509,53.985,-105.122,Brooks_Curd,1998
Vaccinium minus,C3,-30.7564,23.09199509,53.985,-105.122,Brooks_Curd,1998
Alnus crispa,C3,-27.6265,19.96661763,55.927,-98.62,Brooks_Curd,1998
Arctostaphylos densiflora,C3,-28.9748,21.31491763,55.927,-98.62,Brooks_Curd,1998
Cornus canadensis,C3,-27.0562,19.39631763,55.927,-98.62,Brooks_Curd,1998
Gaultheria procumbens,C3,-28.792625,21.13274263,55.927,-98.62,Brooks_Curd,1998
Pinus banksiana,C3,-25.99259091,18.33270854,55.927,-98.62,Brooks_Curd,1998
Vaccinium myrtilloides,C3,-29.3139,21.65401763,55.927,-98.62,Brooks_Curd,1998
Vaccinium minus,C3,-27.4344,19.77451763,55.927,-98.62,Brooks_Curd,1998
Alnus crispa,C3,-28.8379,21.17333157,53.916,-104.69,Brooks_Curd,1998
Apocynum sp,C3,-29.5256,21.86103157,53.916,-104.69,Brooks_Curd,1998
Aralia nudicaulis,C3,-28.768,21.10343157,53.916,-104.69,Brooks_Curd,1998
Arctostaphylos densiflora,C3,-29.0355,21.37093157,53.916,-104.69,Brooks_Curd,1998
Maianthemum canadense,C3,-27.8586,20.19403157,53.916,-104.69,Brooks_Curd,1998
Pinus banksiana,C3,-26.4286,18.76403157,53.916,-104.69,Brooks_Curd,1998
Solidago bartramiana,C3,-30.402,22.73743157,53.916,-104.69,Brooks_Curd,1998
Vaccinium myrtilloides,C3,-29.2605,21.59593157,53.916,-104.69,Brooks_Curd,1998
Vaccinium minus,C3,-28.7418,21.07723157,53.916,-104.69,Brooks_Curd,1998
Larix decidua,C3,-27.84,20.52,45.55,15.15,Kloeppel_etal,1998
Picea abies,C3,-25.81,18.38,45.55,15.15,Kloeppel_etal,1998
Larix occidentalis,C3,-27.67,20.335,48.417,-115.8,Kloeppel_etal,1998
Pinus contorta,C3,-28.18,20.875,48.417,-115.8,Kloeppel_etal,1998
Larix olgensis,C3,-27.82,20.48,37.65,112.35,Kloeppel_etal,1998
Pinus sylvestris,C3,-26.86,19.49,37.65,112.35,Kloeppel_etal,1998
Larix decidua,C3,-26.19,18.78,46.4,9.8,Kloeppel_etal,1998
Picea abies,C3,-25.73,18.3,46.4,9.8,Kloeppel_etal,1998
Larix sibirica,C3,-27.81,20.48,69.483,88.383,Kloeppel_etal,1998
Picea fennica,C3,-24.92,17.45,69.483,88.383,Kloeppel_etal,1998
Larix laricina,C3,-28.47,21.17,56,-98.5,Kloeppel_etal,1998
Picea mariana,C3,-27.29,19.94,56,-98.5,Kloeppel_etal,1998
Alnus crispa,C3,-28.4,20.739712,55.75,-97.867,Brooks_etal,1998
Apocynum androsaemifolium,C3,-29.5,21.839712,55.75,-97.867,Brooks_etal,1998
Aralia nudicaulis,C3,-31.7,24.039712,55.75,-97.867,Brooks_etal,1998
Arctostaphylos densiflora,C3,-29,21.339712,55.75,-97.867,Brooks_etal,1998
Cornus canadensis,C3,-29.45,21.789712,55.75,-97.867,Brooks_etal,1998
Corylus cornuta,C3,-28.8,21.139712,55.75,-97.867,Brooks_etal,1998
Fragaria australis,C3,-31.7,24.039712,55.75,-97.867,Brooks_etal,1998
Rhododendron groenlandicum,C3,-28.5,20.839712,55.75,-97.867,Brooks_etal,1998
Linnaea borealis,C3,-33.2,25.539712,55.75,-97.867,Brooks_etal,1998
Maianthemum canadense,C3,-27.9,20.239712,55.75,-97.867,Brooks_etal,1998
Petasites palmatus,C3,-33.2,25.539712,55.75,-97.867,Brooks_etal,1998
Picea mariana,C3,-26.5,18.839712,55.75,-97.867,Brooks_etal,1998
Pinus banksiana,C3,-26.6,18.939712,55.75,-97.867,Brooks_etal,1998
Populus tremuloides,C3,-27.2,19.539712,55.75,-97.867,Brooks_etal,1998
Potentilla palustris,C3,-29.6,21.939712,55.75,-97.867,Brooks_etal,1998
Rosa acicularis,C3,-28.35,20.689712,55.75,-97.867,Brooks_etal,1998
Solidago bartramiana,C3,-30.4,22.739712,55.75,-97.867,Brooks_etal,1998
Vaccinium myrtilloides,C3,-30.5,22.839712,55.75,-97.867,Brooks_etal,1998
Vaccinium minus,C3,-29.65,21.989712,55.75,-97.867,Brooks_etal,1998
Alnus crispa,C3,-29.7286,22.06819717,55.7,-98.51,Brooks_Curd,1998
Cornus canadensis,C3,-28.6379,20.97749717,55.7,-98.51,Brooks_Curd,1998
Rhododendron groenlandicum,C3,-30.136,22.47559717,55.7,-98.51,Brooks_Curd,1998
Petasites palmatus,C3,-32.4458,24.78539717,55.7,-98.51,Brooks_Curd,1998
Picea mariana,C3,-26.21909091,18.55868808,55.7,-98.51,Brooks_Curd,1998
Populus tremuloides,C3,-29.2578,21.59739717,55.7,-98.51,Brooks_Curd,1998
Rosa acicularis,C3,-29.6101,21.94969717,55.7,-98.51,Brooks_Curd,1998
Salix spp,C3,-29.784625,22.12422217,55.7,-98.51,Brooks_Curd,1998
Vaccinium minus,C3,-31.04,23.37959717,55.7,-98.51,Brooks_Curd,1998
Acanthopsis disperma,C3,NA,20.4,-28.23,17.08,Rundel_etal,1999
Aptosimum spinescens,C3,NA,18.1,-28.23,17.08,Rundel_etal,1999
Berkheya fruticosa,C3,NA,18.2,-28.23,17.08,Rundel_etal,1999
Blepharis capensis,C3,NA,14.5,-28.23,17.08,Rundel_etal,1999
Boscia albitrunca,C3,NA,18.9,-28.23,17.08,Rundel_etal,1999
Commiphora capensis,C3,NA,18.1,-28.23,17.08,Rundel_etal,1999
Didelta carnosa,C3,NA,18.4,-28.23,17.08,Rundel_etal,1999
Didelta spinosa,C3,NA,17.5,-28.23,17.08,Rundel_etal,1999
Euclea pseudebenus,C3,NA,17.8,-28.23,17.08,Rundel_etal,1999
Ficus cordata,C3,NA,15.8,-28.23,17.08,Rundel_etal,1999
Forsskaolea candida,C3,NA,13.8,-28.23,17.08,Rundel_etal,1999
Galenia sarcophylla,C3,NA,18.7,-28.23,17.08,Rundel_etal,1999
Gazania lichtensteinii,C3,NA,18,-28.23,17.08,Rundel_etal,1999
Hebenstretia sp.,C3,NA,19.7,-28.23,17.08,Rundel_etal,1999
Heliophila sp.,C3,NA,21,-28.23,17.08,Rundel_etal,1999
Hyperia sp.,C3,NA,16.8,-28.23,17.08,Rundel_etal,1999
Hypertelis salsoloides,C3,NA,15.3,-28.23,17.08,Rundel_etal,1999
Indigofera sp.,C3,NA,15.2,-28.23,17.08,Rundel_etal,1999
Jatropha orangeana,C3,NA,16.9,-28.23,17.08,Rundel_etal,1999
Lachenalia sp.,C3,NA,18.1,-28.23,17.08,Rundel_etal,1999
Leipoldtia weigangiana,C3,NA,18.1,-28.23,17.08,Rundel_etal,1999
Monechma mollissimum,C3,NA,15.7,-28.23,17.08,Rundel_etal,1999
Nemesia sp.,C3,NA,17.9,-28.23,17.08,Rundel_etal,1999
Tripteris polycephala,C3,NA,18.3,-28.23,17.08,Rundel_etal,1999
Othonna opima,C3,NA,16.9,-28.23,17.08,Rundel_etal,1999
Othonna sp.,C3,NA,18.4,-28.23,17.08,Rundel_etal,1999
Oxalis sp.,C3,NA,20.7,-28.23,17.08,Rundel_etal,1999
Ozoroa concolor,C3,NA,14.8,-28.23,17.08,Rundel_etal,1999
Pachypodium namaquanum,C3,NA,15.8,-28.23,17.08,Rundel_etal,1999
Pelargonium crithmifolium,C3,NA,17.5,-28.23,17.08,Rundel_etal,1999
Pelargonium klinghardtense,C3,NA,17.5,-28.23,17.08,Rundel_etal,1999
Chascanum garipense,C3,NA,16.6,-28.23,17.08,Rundel_etal,1999
Rhus populifolia,C3,NA,16.8,-28.23,17.08,Rundel_etal,1999
Rhus burchellii,C3,NA,15.2,-28.23,17.08,Rundel_etal,1999
Sarcocaulon crassicaule,C3,NA,18.3,-28.23,17.08,Rundel_etal,1999
Schotia afra,C3,NA,15.4,-28.23,17.08,Rundel_etal,1999
Senecio sarcoides,C3,NA,14.7,-28.23,17.08,Rundel_etal,1999
Solanum sp.,C3,NA,19.2,-28.23,17.08,Rundel_etal,1999
Sutera tomentosa,C3,NA,17.1,-28.23,17.08,Rundel_etal,1999
Tetragonia spicata,C3,NA,15.9,-28.23,17.08,Rundel_etal,1999
Trachyandra sp.,C3,NA,20.3,-28.23,17.08,Rundel_etal,1999
Ursinia sp.,C3,NA,20.9,-28.23,17.08,Rundel_etal,1999
Zygophyllum cordifolium,C3,NA,17.5,-28.23,17.08,Rundel_etal,1999
Zygophyllum macrocarpon,C3,NA,17.1,-28.23,17.08,Rundel_etal,1999
Zygophyllum prismatocarpum,C3,NA,15.5,-28.23,17.08,Rundel_etal,1999
Alibertia edulis,C3,-32.2,24.37566804,-2.5,-54.967,Magnus_etal,1999
Anacardium occidentale,C3,-30.5,22.67566804,-2.5,-54.967,Magnus_etal,1999
Bowdichia virgilioides,C3,-29.2,21.37566804,-2.5,-54.967,Magnus_etal,1999
Byrsonima coccolobifolia,C3,-27.9,20.07566804,-2.5,-54.967,Magnus_etal,1999
Byrsonima cinerea,C3,-28.5,20.67566804,-2.5,-54.967,Magnus_etal,1999
Casearia commersoniana,C3,-30.2,22.37566804,-2.5,-54.967,Magnus_etal,1999
Casearia sylvestris,C3,-31.6,23.77566804,-2.5,-54.967,Magnus_etal,1999
Chamaecrista ramosa,C3,-30.6,22.77566804,-2.5,-54.967,Magnus_etal,1999
Chomelia parviflora,C3,-30.2,22.37566804,-2.5,-54.967,Magnus_etal,1999
Copaifera martii,C3,-30.6,22.77566804,-2.5,-54.967,Magnus_etal,1999
Cupania diphylla,C3,-31,23.17566804,-2.5,-54.967,Magnus_etal,1999
Declieuxia fruticosa,C3,-31.2,23.37566804,-2.5,-54.967,Magnus_etal,1999
Dioclea bicolor,C3,-31,23.17566804,-2.5,-54.967,Magnus_etal,1999
Doliocarpus brevipedicellatus,C3,-30.6,22.77566804,-2.5,-54.967,Magnus_etal,1999
Erythroxylum suberosum,C3,-28.6,20.77566804,-2.5,-54.967,Magnus_etal,1999
Eugenia biflora,C3,-31.8,23.97566804,-2.5,-54.967,Magnus_etal,1999
Galactia jussiaeana,C3,-28.8,20.97566804,-2.5,-54.967,Magnus_etal,1999
Himatanthus sucuuba,C3,-29.4,21.57566804,-2.5,-54.967,Magnus_etal,1999
Hirtella liesneri,C3,-32.2,24.37566804,-2.5,-54.967,Magnus_etal,1999
Lafoensia vandelliana,C3,-28.6,20.77566804,-2.5,-54.967,Magnus_etal,1999
Manihot caerulescens,C3,-31,23.17566804,-2.5,-54.967,Magnus_etal,1999
Miconia albicans,C3,-30.1,22.27566804,-2.5,-54.967,Magnus_etal,1999
Miconia fallax,C3,-31,23.17566804,-2.5,-54.967,Magnus_etal,1999
Myrcia fallax,C3,-33.4,25.57566804,-2.5,-54.967,Magnus_etal,1999
Myrcia multiflora,C3,-30.1,22.27566804,-2.5,-54.967,Magnus_etal,1999
Myrcia sylvatica,C3,-31.4,23.57566804,-2.5,-54.967,Magnus_etal,1999
Neea ovalifolia,C3,-31.5,23.67566804,-2.5,-54.967,Magnus_etal,1999
Odontadenia lutea,C3,-30.2,22.37566804,-2.5,-54.967,Magnus_etal,1999
Pouteria ramiflora,C3,-31.8,23.97566804,-2.5,-54.967,Magnus_etal,1999
Psychotria barbiflora,C3,-31.4,23.57566804,-2.5,-54.967,Magnus_etal,1999
Qualea grandiflora,C3,-28.7,20.87566804,-2.5,-54.967,Magnus_etal,1999
Salvertia convallariaeodora,C3,-29.2,21.37566804,-2.5,-54.967,Magnus_etal,1999
Sclerolobium paniculatum,C3,-31.3,23.47566804,-2.5,-54.967,Magnus_etal,1999
Microstachys corniculata,C3,-28.3,20.47566804,-2.5,-54.967,Magnus_etal,1999
Simarouba amara,C3,-28.4,20.57566804,-2.5,-54.967,Magnus_etal,1999
Smilax santaremensis,C3,-31.4,23.57566804,-2.5,-54.967,Magnus_etal,1999
Tabebuia ochracea,C3,-31.1,23.27566804,-2.5,-54.967,Magnus_etal,1999
Tabernaemontana coriacea,C3,-31.7,23.87566804,-2.5,-54.967,Magnus_etal,1999
Tapirira guianensis,C3,-31.9,24.07566804,-2.5,-54.967,Magnus_etal,1999
Xylopia aromatica,C3,-30.9,23.07566804,-2.5,-54.967,Magnus_etal,1999
Janusia californica,C3,-26.83,18.82654559,28.83,-111.83,Castellanos_etal,1999
Acacia karroo,C3,NA,20.5,-28.48,16.67,Rundel_etal,1999
Tamarix usneoides,C3,NA,17.8,-28.48,16.67,Rundel_etal,1999
Festuca arundinacea,C3,-27.3,19.42961185,35.977,-79.093,EllsworthD.S.,1999
Pinus taeda,C3,-28.55,20.67961185,35.977,-79.093,EllsworthD.S.,1999
Taxodium distichum,C3,-26.9,19.02961185,35.977,-79.093,EllsworthD.S.,1999
Liquidambar styraciflua,C3,-28.7,20.80690361,35.974,-79.1,Ellsworth_1999,1999
Liriodendron chinense,C3,-28.5,20.60690361,35.974,-79.1,Ellsworth_1999,1999
Phoradendron serotinum,C3,-28.4,20.50690361,35.974,-79.1,Ellsworth_1999,1999
Quercus alba,C3,-28.7,20.80690361,35.974,-79.1,Ellsworth_1999,1999
Ibervillea sonorae,C3,-26.77,18.76727793,29.1,-110.82,Castellanos_etal,1999
Ipomoea ternifolia,C3,-28.23,20.22727793,29.1,-110.82,Castellanos_etal,1999
Janusia californica,C3,-28.03,20.02727793,29.1,-110.82,Castellanos_etal,1999
Janusia gracilias,C3,-26.98,18.97727793,29.1,-110.82,Castellanos_etal,1999
Janusia linearis,C3,-27.85,19.84727793,29.1,-110.82,Castellanos_etal,1999
Matelea cordifolia,C3,-27.91,19.90727793,29.1,-110.82,Castellanos_etal,1999
Merremia palmeri,C3,-26.96,18.95727793,29.1,-110.82,Castellanos_etal,1999
Nissolia schottii,C3,-27.62,19.61727793,29.1,-110.82,Castellanos_etal,1999
Populus tremula,C3,-27.9151193,20.2379857,58.367,27.333,Niinmets_etal,1999
Antigonon leptopus,C3,-27.74,19.73646428,28.8,-110.57,Castellanos_etal,1999
Janusia californica,C3,-30.15,22.14646428,28.8,-110.57,Castellanos_etal,1999
Janusia gracilias,C3,-28.7,20.69646428,28.8,-110.57,Castellanos_etal,1999
Janusia linearis,C3,-27.56,19.55646428,28.8,-110.57,Castellanos_etal,1999
Merremia palmeri,C3,-29.28,21.27646428,28.8,-110.57,Castellanos_etal,1999
Trachypogon spicatus,C4,-13.3,5.475668041,-2.5,-54.967,Magnus_etal,1999
Paspalum carinatum,C4,-13.7,5.875668041,-2.5,-54.967,Magnus_etal,1999
Stipagrostis sp.,C4,-13.48582795,5.500000004,-28.23,17.08,Rundel_etal,1999
Kaokochloa sp.,C4,-13.58392999,5.599999998,-28.23,17.08,Rundel_etal,1999
Cladoraphis cyperoides,C4,-13.09322455,5.099999995,-29.27,16.88,Rundel_etal,1999
Amyxa pluricornis,C3,-33.4,25.54292285,4.658,114.516,Turner_etal,2000
Dacryodes incurvata,C3,-31.9,24.04292285,4.658,114.516,Turner_etal,2000
Dryobalanops sumatrensis,C3,-33,25.14292285,4.658,114.516,Turner_etal,2000
Koompassia malaccensis,C3,-31.3,23.44292285,4.658,114.516,Turner_etal,2000
Lophopetalum subobovatum,C3,-32.7,24.84292285,4.658,114.516,Turner_etal,2000
Pentace adenophora,C3,-31.1,23.24292285,4.658,114.516,Turner_etal,2000
Santiria mollis,C3,-30.4,22.54292285,4.658,114.516,Turner_etal,2000
Shorea beccariana,C3,-32.1,24.24292285,4.658,114.516,Turner_etal,2000
Shorea faguetiana,C3,-30.7,22.84292285,4.658,114.516,Turner_etal,2000
Shorea mecistopteryx,C3,-30.3,22.44292285,4.658,114.516,Turner_etal,2000
Shorea ovalis,C3,-31.5,23.64292285,4.658,114.516,Turner_etal,2000
Agathis borneensis,C3,-30,22.14276575,4.577,114.503,Turner_etal,2000
Calophyllum nodosum,C3,-32.4,24.54276575,4.577,114.503,Turner_etal,2000
Castanopsis foxworthyi,C3,-32.6,24.74276575,4.577,114.503,Turner_etal,2000
Cotylelobium melanoxylon,C3,-31,23.14276575,4.577,114.503,Turner_etal,2000
Dialium indum,C3,-29.7,21.84276575,4.577,114.503,Turner_etal,2000
Heritiera albiflora,C3,-29.3,21.44276575,4.577,114.503,Turner_etal,2000
Hopea micrantha,C3,-31.2,23.34276575,4.577,114.503,Turner_etal,2000
Kokoona ovatolanceolata,C3,-31,23.14276575,4.577,114.503,Turner_etal,2000
Leptopetalum pachyphyllum,C3,-31.6,23.74276575,4.577,114.503,Turner_etal,2000
Shorea scabrida,C3,-31.4,23.54276575,4.577,114.503,Turner_etal,2000
Shorea teijsmanniana,C3,-31.6,23.74276575,4.577,114.503,Turner_etal,2000
Cotylelobium burckii,C3,-31.33,23.50968516,-0.067,114.017,Nagy_Proctor,2000
Cotylelobium melanoxylon,C3,-30.545,22.72468516,-0.067,114.017,Nagy_Proctor,2000
Cratoxylum glaucum,C3,-31.29,23.46968516,-0.067,114.017,Nagy_Proctor,2000
Dipterocarpus eurhynchus,C3,-30.39,22.56968516,-0.067,114.017,Nagy_Proctor,2000
Syzygium ecostulatum,C3,-31.06,23.23968516,-0.067,114.017,Nagy_Proctor,2000
Shorea amplexicaulis,C3,-31.19,23.36968516,-0.067,114.017,Nagy_Proctor,2000
Shorea leprosula,C3,-31.6,23.77968516,-0.067,114.017,Nagy_Proctor,2000
Shorea pinanga,C3,-29.54,21.71968516,-0.067,114.017,Nagy_Proctor,2000
Shorea rugosa,C3,-32.34,24.51968516,-0.067,114.017,Nagy_Proctor,2000
Shorea scabrida,C3,-29.89,22.06968516,-0.067,114.017,Nagy_Proctor,2000
Swintonia glauca,C3,-30.345,22.52468516,-0.067,114.017,Nagy_Proctor,2000
Tristaniopsis obovata,C3,-30.19,22.36968516,-0.067,114.017,Nagy_Proctor,2000
Vatica brunigii,C3,-31.03,23.20968516,-0.067,114.017,Nagy_Proctor,2000
Quercus turbinella X gambelii,C3,-25.91,18.20269261,37.5,-113.32,Williams_Ehleringer,2000
Quercus turbinella X gambelii,C3,-26.65,18.94269261,37.5,-113.32,Williams_Ehleringer,2000
Cleyera japonica,C3,-27.6,19.78222436,30.33,130.5,Hanba_etal,2000
Lithocarpus edulis,C3,-28.74,20.92222436,30.33,130.5,Hanba_etal,2000
Neolitsea aciculata,C3,-29,21.18222436,30.33,130.5,Hanba_etal,2000
Quercus salicina,C3,-30,22.18222436,30.33,130.5,Hanba_etal,2000
Symplocos sumuntia,C3,-27,19.18222436,30.33,130.5,Hanba_etal,2000
Abies lasiocarpa,C3,-27.3,19.57290242,47.04,-115.88,Hultine_Marshall,2000
Picea engelmannii,C3,-26.13,18.40269474,46.96,-115.35,Hultine_Marshall,2000
Pinus contorta,C3,-27.44,19.70535816,44.17,-115.06,Hultine_Marshall,2000
Pseudotsuga macrocarpa,C3,-25.7,17.96535816,44.17,-115.31,Hultine_Marshall,2000
Abarema jupunba,C3,-29.4,21.52153799,5.33,-52.83,Bonal_etal,2000
Andira coriacea,C3,-30.8,22.92153799,5.33,-52.83,Bonal_etal,2000
Albizia pedicellaris,C3,-29.5,21.62153799,5.33,-52.83,Bonal_etal,2000
Bocoa prouacensis,C3,-31.8,23.92153799,5.33,-52.83,Bonal_etal,2000
Brosimum acutifolium,C3,-31.6,23.72153799,5.33,-52.83,Bonal_etal,2000
Brosimum rubescens,C3,-31.1,23.22153799,5.33,-52.83,Bonal_etal,2000
Carapa procera,C3,-29.2,21.32153799,5.33,-52.83,Bonal_etal,2000
Caryocar edule,C3,-29.4,21.52153799,5.33,-52.83,Bonal_etal,2000
Catostemma fragrans,C3,-30.4,22.52153799,5.33,-52.83,Bonal_etal,2000
Chaetocarpus schomburgkianus,C3,-31.3,23.42153799,5.33,-52.83,Bonal_etal,2000
Chrysophyllum prieurii,C3,-29.7,21.82153799,5.33,-52.83,Bonal_etal,2000
Chrysophyllum sanguinolentum,C3,-30.3,22.42153799,5.33,-52.83,Bonal_etal,2000
Cordia sp.,C3,-33.1,25.22153799,5.33,-52.83,Bonal_etal,2000
Couratari guianensis,C3,-30.9,23.02153799,5.33,-52.83,Bonal_etal,2000
Dendrobangia boliviana,C3,-31.1,23.22153799,5.33,-52.83,Bonal_etal,2000
Dicorynia guianensis,C3,-29,21.12153799,5.33,-52.83,Bonal_etal,2000
Diplotropis brasiliensis,C3,-30.7,22.82153799,5.33,-52.83,Bonal_etal,2000
Drypetes variabilis,C3,-31,23.12153799,5.33,-52.83,Bonal_etal,2000
Eperua falcata,C3,-28.5,20.62153799,5.33,-52.83,Bonal_etal,2000
Eperua grandiflora,C3,-28.9,21.02153799,5.33,-52.83,Bonal_etal,2000
Eschweilera sp.,C3,-31,23.12153799,5.33,-52.83,Bonal_etal,2000
Goupia glabra,C3,-29.9,22.02153799,5.33,-52.83,Bonal_etal,2000
Gustavia hexapetala,C3,-32,24.12153799,5.33,-52.83,Bonal_etal,2000
Hebepetalum humiriifolia,C3,-31.8,23.92153799,5.33,-52.83,Bonal_etal,2000
Helicostylis pedunculata,C3,-30.3,22.42153799,5.33,-52.83,Bonal_etal,2000
Inga alba,C3,-32.4,24.52153799,5.33,-52.83,Bonal_etal,2000
Inga thibaudiana,C3,-29.7,21.82153799,5.33,-52.83,Bonal_etal,2000
Iryanthera hostmannii,C3,-32.4,24.52153799,5.33,-52.83,Bonal_etal,2000
Iryanthera sagotiana,C3,-33.2,25.32153799,5.33,-52.83,Bonal_etal,2000
Jacaranda copaia,C3,-31.6,23.72153799,5.33,-52.83,Bonal_etal,2000
Lecythis chartacea,C3,-30.8,22.92153799,5.33,-52.83,Bonal_etal,2000
Eschweilera ovata,C3,-31.5,23.62153799,5.33,-52.83,Bonal_etal,2000
Lecythis zabucajo,C3,-27.7,19.82153799,5.33,-52.83,Bonal_etal,2000
Licania alba,C3,-32.1,24.22153799,5.33,-52.83,Bonal_etal,2000
Licania membranacea,C3,-32,24.12153799,5.33,-52.83,Bonal_etal,2000
Licania ovalifolia,C3,-31.8,23.92153799,5.33,-52.83,Bonal_etal,2000
Licania sp. 1,C3,-30.6,22.72153799,5.33,-52.83,Bonal_etal,2000
